"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.663806158E1,2.251611233E0,-2.094574451E0,4.345334768E-1
3.664805758E1,2.324592352E0,-2.186577320E0,4.102449119E-1
3.665805358E1,2.335851192E0,-2.262050867E0,4.807116687E-1
3.666804858E1,2.308692455E0,-2.290990114E0,6.328940392E-1
3.667804458E1,2.248880863E0,-2.290690660E0,7.941033244E-1
3.668804058E1,2.146173954E0,-2.248613119E0,9.080594182E-1
3.669803658E1,2.032078981E0,-2.154546261E0,9.355272651E-1
3.670803258E1,1.916527390E0,-2.039884567E0,8.792716861E-1
3.671802758E1,1.782406688E0,-1.940435290E0,7.676518559E-1
3.672802358E1,1.675419807E0,-1.860833406E0,6.271996498E-1
3.673801958E1,1.616646767E0,-1.802971959E0,5.121373534E-1
3.674801558E1,1.609078407E0,-1.781832218E0,4.487298727E-1
3.675801158E1,1.647257566E0,-1.798390985E0,4.515646994E-1
3.676800658E1,1.721347809E0,-1.874384046E0,4.944809973E-1
3.677800258E1,1.839770436E0,-1.994824052E0,5.370745659E-1
3.678799858E1,1.966942787E0,-2.119686842E0,5.456246138E-1
3.679799883E1,2.071687222E0,-2.220036745E0,5.141820908E-1
3.680799483E1,2.140577316E0,-2.290680885E0,4.350854158E-1
3.681798983E1,2.162961960E0,-2.313364029E0,3.647049367E-1
3.682798583E1,2.128853083E0,-2.303938627E0,3.087630868E-1
3.683798183E1,2.051867723E0,-2.271062374E0,2.761298716E-1
3.684797783E1,1.950444698E0,-2.230684519E0,2.769037783E-1
3.685797383E1,1.822204232E0,-2.156795979E0,3.117520511E-1
3.686796883E1,1.657884002E0,-2.052700758E0,3.369714022E-1
3.687796483E1,1.460902572E0,-1.959045053E0,3.138921261E-1
3.688796083E1,1.256224036E0,-1.863821507E0,2.451684773E-1
3.689795683E1,1.064174652E0,-1.764306426E0,1.543747485E-1
3.690795283E1,8.957379460E-1,-1.674524307E0,5.933959037E-2
3.691794783E1,7.733757496E-1,-1.594178677E0,-2.521336265E-2
3.692794383E1,7.067951560E-1,-1.496052265E0,-1.035068408E-1
3.693793983E1,6.684767008E-1,-1.392379165E0,-1.827435195E-1
3.694793583E1,6.125031710E-1,-1.308592677E0,-2.467158437E-1
3.695793183E1,4.953673184E-1,-1.234679461E0,-2.939107120E-1
3.696792683E1,3.412981033E-1,-1.176520228E0,-3.232827187E-1
3.697792283E1,1.969166100E-1,-1.121780753E0,-3.194283545E-1
3.698791883E1,7.947600633E-2,-1.063047886E0,-3.071692884E-1
3.699791483E1,2.633639425E-2,-9.987816215E-1,-3.165889978E-1
3.700790983E1,2.834441885E-2,-8.804355264E-1,-3.644305468E-1
3.701790583E1,2.632775903E-2,-7.428241968E-1,-4.340939820E-1
3.702790183E1,-4.199217632E-2,-6.124286652E-1,-4.938992858E-1
3.703789783E1,-1.532176882E-1,-4.817189872E-1,-5.240810513E-1
3.704789383E1,-2.796733677E-1,-3.735512495E-1,-5.215358734E-1
3.705788883E1,-3.655745089E-1,-3.036264479E-1,-4.867911041E-1
3.706788483E1,-3.768473864E-1,-2.400077879E-1,-4.435152709E-1
3.707788083E1,-3.099965453E-1,-1.796996891E-1,-4.089111388E-1
3.708787683E1,-1.722226888E-1,-1.342991740E-1,-4.023677409E-1
3.709787283E1,6.158021279E-3,-1.130395308E-1,-3.877227008E-1
3.710786783E1,1.862012893E-1,-9.131106734E-2,-3.610141277E-1
3.711786383E1,3.064948022E-1,-7.766373456E-2,-3.428397775E-1
3.712785983E1,3.737026155E-1,-8.859015256E-2,-3.277271390E-1
3.713785583E1,3.565886915E-1,-1.284204125E-1,-3.270984888E-1
3.714785183E1,2.783886790E-1,-1.907900423E-1,-3.226456642E-1
3.715784683E1,1.654961556E-1,-2.476457655E-1,-3.032512665E-1
3.716784283E1,3.888307512E-2,-2.895812392E-1,-2.392358035E-1
3.717783883E1,-6.993231177E-2,-3.339378834E-1,-1.416563839E-1
3.718783483E1,-1.157243028E-1,-3.676329851E-1,-2.687867172E-2
3.719783083E1,-7.643898576E-2,-3.898885846E-1,7.088780403E-2
3.720782583E1,3.670568019E-2,-3.830602467E-1,1.249020323E-1
3.721782183E1,1.698120981E-1,-3.573873639E-1,1.347745657E-1
3.722781783E1,2.381099164E-1,-3.302092552E-1,1.003622711E-1
3.723781383E1,2.013218701E-1,-2.959493399E-1,6.150192022E-2
3.724780883E1,9.668387473E-2,-2.390713990E-1,2.816181071E-2
3.725780483E1,1.142797992E-2,-1.839582175E-1,1.558393426E-2
3.726780083E1,-2.367274836E-2,-1.287674010E-1,2.420005947E-2
3.727779683E1,1.013322454E-2,-9.499711543E-2,5.694866925E-2
3.728779283E1,1.055060849E-1,-9.416993707E-2,1.137456372E-1
3.729778783E1,2.489999831E-1,-1.354432851E-1,1.901617795E-1
3.730778383E1,4.124424458E-1,-1.872713268E-1,2.778418362E-1
3.731777983E1,5.757711530E-1,-2.111242861E-1,3.430035114E-1
3.732777583E1,7.001857758E-1,-2.486266643E-1,3.630488515E-1
3.733777183E1,7.457600236E-1,-2.866561711E-1,3.368151486E-1
3.734776683E1,7.101498246E-1,-3.136217296E-1,2.779662013E-1
3.735776283E1,6.035734415E-1,-3.303947449E-1,2.137522995E-1
3.736775883E1,4.552748203E-1,-3.350936174E-1,1.821432412E-1
3.737775483E1,3.000286520E-1,-3.319056928E-1,1.854580641E-1
3.738775083E1,1.753354669E-1,-3.178862929E-1,2.207816988E-1
3.739774583E1,1.102175191E-1,-3.134360909E-1,2.612015307E-1
3.740774183E1,1.230707318E-1,-3.171671629E-1,2.887620330E-1
3.741773783E1,1.705153286E-1,-3.246809542E-1,2.923956215E-1
3.742773383E1,2.227407098E-1,-3.259629905E-1,2.768781781E-1
3.743772983E1,2.533186078E-1,-2.882365882E-1,2.461112887E-1
3.744772483E1,2.719823122E-1,-2.124781609E-1,1.857992113E-1
3.745772083E1,2.994093895E-1,-1.264643818E-1,1.073987931E-1
3.746771683E1,3.503396809E-1,-5.279175192E-2,4.690721631E-2
3.747771283E1,4.030144513E-1,-1.574801281E-2,3.724084049E-2
3.748770783E1,4.458943009E-1,-1.410138048E-2,5.819778889E-2
3.749770383E1,4.854134321E-1,-3.931732848E-2,8.610287309E-2
3.750769983E1,5.294978023E-1,-4.985865206E-2,9.264545888E-2
3.751769583E1,5.805204511E-1,-2.215101197E-2,6.020889431E-2
3.752769183E1,6.285412312E-1,-8.237860166E-3,1.177078672E-2
3.753768683E1,6.621208191E-1,-2.051212639E-2,-1.844200864E-2
3.754768283E1,6.911569834E-1,-7.879380882E-2,-4.091033712E-3
3.755767883E1,7.164482474E-1,-1.767031550E-1,3.551506624E-2
3.756767483E1,7.477864623E-1,-3.066577017E-1,6.946557015E-2
3.757767083E1,7.718117237E-1,-4.430468678E-1,4.412990808E-2
3.758766583E1,7.855331302E-1,-5.599977374E-1,-4.775394499E-2
3.759766183E1,8.032000065E-1,-6.075491905E-1,-1.766455770E-1
3.760765783E1,7.829884887E-1,-6.093532443E-1,-3.184123039E-1
3.761765383E1,7.483068109E-1,-5.786346197E-1,-4.509144723E-1
3.762764983E1,7.656652927E-1,-5.001462102E-1,-5.495979190E-1
3.763764483E1,8.473494649E-1,-3.852452338E-1,-6.053061485E-1
3.764764083E1,9.547539353E-1,-2.731264234E-1,-6.142732501E-1
3.765763683E1,1.046974659E0,-1.842430681E-1,-5.954345465E-1
3.766763283E1,1.085490108E0,-1.487471312E-1,-5.742187500E-1
3.767762783E1,1.048123240E0,-1.201163456E-1,-5.519964695E-1
3.768762383E1,9.416106343E-1,-7.076610625E-2,-5.377943516E-1
3.769761983E1,7.847799659E-1,-7.696238160E-2,-5.615398288E-1
3.770761583E1,6.356735826E-1,-8.003220707E-2,-5.245240331E-1
3.771761183E1,5.214664936E-1,-9.862387925E-2,-4.819033444E-1
3.772760683E1,4.483512342E-1,-1.720240563E-1,-3.746240139E-1
3.773760283E1,4.214063287E-1,-2.413261235E-1,-2.369174063E-1
3.774759883E1,4.325782955E-1,-2.989409566E-1,-7.095427066E-2
3.775759483E1,4.557600319E-1,-3.460812867E-1,8.708252013E-2
3.776759083E1,4.786376655E-1,-3.672113419E-1,2.008695304E-1
3.777758583E1,5.105083585E-1,-3.475050032E-1,2.518575788E-1
3.778758183E1,5.595235229E-1,-2.987867296E-1,2.704813182E-1
3.779757321E1,6.141595244E-1,-2.615397871E-1,2.799624801E-1
3.780756921E1,6.804104447E-1,-2.494450361E-1,2.925648391E-1
3.781756421E1,7.475791574E-1,-2.882409394E-1,3.217854798E-1
3.782756021E1,7.575575113E-1,-3.781255484E-1,3.671444356E-1
3.783755621E1,7.140710354E-1,-4.865002036E-1,4.099611640E-1
3.784755221E1,6.496779323E-1,-5.500389934E-1,4.478552639E-1
3.785754821E1,5.900230408E-1,-5.568767786E-1,4.652709663E-1
3.786754321E1,5.545513034E-1,-5.270040631E-1,4.866079390E-1
3.787753921E1,5.281706452E-1,-4.557106197E-1,4.896506369E-1
3.788753521E1,5.343422294E-1,-3.606448174E-1,4.575222731E-1
3.789753121E1,5.654800534E-1,-2.808191776E-1,4.073576033E-1
3.790752721E1,5.812531710E-1,-2.146617174E-1,3.553561866E-1
3.791752221E1,5.419893861E-1,-1.862670332E-1,2.998695672E-1
3.792751821E1,4.468418360E-1,-1.928256005E-1,2.541473508E-1
3.793751421E1,3.192681670E-1,-2.141302526E-1,2.235801816E-1
3.794751021E1,1.796937585E-1,-2.446391582E-1,2.016091049E-1
3.795750521E1,5.290903151E-2,-2.637411654E-1,1.856497675E-1
3.796750121E1,-5.120485276E-2,-2.670597434E-1,1.718013436E-1
3.797749721E1,-1.197219789E-1,-2.599256039E-1,1.423951387E-1
3.798749321E1,-1.693627685E-1,-2.368685007E-1,7.355003804E-2
3.799748921E1,-2.238392979E-1,-2.208051383E-1,8.052216843E-3
3.800748421E1,-3.229078054E-1,-2.181193382E-1,-4.110041633E-2
3.801748021E1,-4.366962910E-1,-2.034493387E-1,-5.897680297E-2
3.802747621E1,-5.286331773E-1,-1.855920404E-1,-4.270249233E-2
3.803747221E1,-5.898456573E-1,-1.514358521E-1,-3.053250257E-3
3.804746821E1,-6.124708056E-1,-4.811958596E-2,1.782486774E-2
3.805746321E1,-6.495906115E-1,6.346992403E-2,3.049808741E-2
3.806745921E1,-7.234864235E-1,1.476391256E-1,3.171035647E-2
3.807745521E1,-8.282601237E-1,2.331825793E-1,2.482149005E-2
3.808745121E1,-9.541347027E-1,3.321605623E-1,2.171438001E-2
3.809744721E1,-1.090793729E0,3.833196163E-1,3.752104193E-2
3.810744221E1,-1.184141517E0,4.107123613E-1,5.661404505E-2
3.811743821E1,-1.184574962E0,4.464687109E-1,6.019025296E-2
3.812743421E1,-1.075022101E0,4.684307575E-1,4.831787944E-2
3.813743021E1,-8.978995085E-1,4.756944776E-1,3.926929086E-3
3.814742521E1,-6.857664585E-1,4.945262372E-1,-7.922414690E-2
3.815742121E1,-4.865482450E-1,5.381669402E-1,-1.822087467E-1
3.816741721E1,-3.487429917E-1,5.580871105E-1,-2.697676420E-1
3.817741321E1,-2.983173132E-1,5.580279231E-1,-3.156284988E-1
3.818740921E1,-3.162592947E-1,5.391884446E-1,-3.179334700E-1
3.819740421E1,-3.551746607E-1,5.078783035E-1,-2.881366611E-1
3.820740021E1,-3.831756711E-1,4.591631889E-1,-2.179165632E-1
3.821739621E1,-4.046056271E-1,3.862896860E-1,-1.281641275E-1
3.822739221E1,-4.212700725E-1,3.099704087E-1,-6.228524819E-2
3.823738721E1,-4.118984938E-1,2.503964901E-1,-5.485316366E-2
3.824738321E1,-3.799525201E-1,2.414261848E-1,-9.350281954E-2
3.825737921E1,-3.512772024E-1,2.835704386E-1,-1.505884826E-1
3.826737521E1,-3.115763962E-1,3.437168598E-1,-2.050708979E-1
3.827737121E1,-2.680148184E-1,4.119340777E-1,-2.226953208E-1
3.828736621E1,-2.316093892E-1,4.532349408E-1,-1.781598181E-1
3.829736221E1,-2.215469182E-1,4.512457252E-1,-9.550230205E-2
3.830735821E1,-2.485308647E-1,4.378255308E-1,-3.270113841E-3
3.831735421E1,-2.858930230E-1,4.105326235E-1,8.186671883E-2
3.832735021E1,-3.407174051E-1,3.760204613E-1,1.417577416E-1
3.833734521E1,-3.787932694E-1,3.574651778E-1,1.525096148E-1
3.834734121E1,-3.753447235E-1,3.664813042E-1,1.195809543E-1
3.835733721E1,-3.505981863E-1,3.793197274E-1,7.701265812E-2
3.836733321E1,-3.399170339E-1,3.744077981E-1,5.588579923E-2
3.837732821E1,-3.532650173E-1,3.493624926E-1,7.048243284E-2
3.838732421E1,-3.854639828E-1,3.203742504E-1,1.143399030E-1
3.839732021E1,-4.054765105E-1,2.766461372E-1,1.725990772E-1
3.840731621E1,-4.210352302E-1,2.358100116E-1,2.275142521E-1
3.841731221E1,-4.476117790E-1,2.148014158E-1,2.693613470E-1
3.842730721E1,-4.910979867E-1,1.984027475E-1,2.814486325E-1
3.843730321E1,-5.358774066E-1,2.011116892E-1,2.857341766E-1
3.844729921E1,-5.807982683E-1,2.370135039E-1,2.719256878E-1
3.845729521E1,-6.052054763E-1,2.984969616E-1,2.572047710E-1
3.846729121E1,-5.974042416E-1,3.523641825E-1,2.620674372E-1
3.847728621E1,-5.717881322E-1,3.960956037E-1,2.866035104E-1
3.848728221E1,-5.568560362E-1,4.047245085E-1,3.274132609E-1
3.849727821E1,-5.534532070E-1,3.753963113E-1,3.680750728E-1
3.850727421E1,-5.430381298E-1,3.672057688E-1,4.090078473E-1
3.851726921E1,-5.036845207E-1,3.803884685E-1,4.473070204E-1
3.852726521E1,-4.002737403E-1,3.967040777E-1,4.858213961E-1
3.853726121E1,-2.156418264E-1,3.981451988E-1,5.099451542E-1
3.854725721E1,3.704263642E-2,3.919306993E-1,5.280812383E-1
3.855725321E1,2.792691588E-1,3.453686237E-1,5.530263782E-1
3.856724821E1,4.443163872E-1,2.323794812E-1,5.886253715E-1
3.857724421E1,5.162795186E-1,7.877597958E-2,6.137021780E-1
3.858724021E1,5.378298163E-1,-5.568994954E-2,6.491573453E-1
3.859723621E1,5.476442575E-1,-1.455595046E-1,6.273535490E-1
3.860723221E1,5.486671329E-1,-2.722841501E-1,5.302751660E-1
3.861722721E1,5.546489358E-1,-3.895188868E-1,3.625082672E-1
3.862722321E1,6.043954492E-1,-4.553442597E-1,1.757247895E-1
3.863721921E1,6.871100068E-1,-4.718193710E-1,-3.282031976E-4
3.864721521E1,8.099864125E-1,-4.566055238E-1,-1.458933949E-1
3.865721021E1,9.644688964E-1,-4.460600317E-1,-2.394673973E-1
3.866720621E1,1.112383246E0,-4.407454133E-1,-2.782560587E-1
3.867720221E1,1.200546145E0,-4.285446405E-1,-2.865227163E-1
3.868719821E1,1.217425466E0,-4.408875704E-1,-2.844923437E-1
3.869719421E1,1.166696310E0,-5.003533959E-1,-2.448405623E-1
3.870718921E1,1.038569212E0,-5.835553408E-1,-1.515047550E-1
3.871718521E1,8.435065746E-1,-6.743811369E-1,-2.583263069E-2
3.872718121E1,6.060460806E-1,-7.586211562E-1,8.971793205E-2
3.873717721E1,3.873582780E-1,-7.990140319E-1,1.382960826E-1
3.874717221E1,2.457012683E-1,-7.943273783E-1,1.349032223E-1
3.875716821E1,1.558257937E-1,-7.658790350E-1,1.136724055E-1
3.876716421E1,8.600143343E-2,-7.258357406E-1,8.147584647E-2
3.877716021E1,6.570628285E-2,-6.500710249E-1,2.542208321E-2
3.878715621E1,9.708365053E-2,-5.499066114E-1,-5.241812021E-2
3.879715083E1,1.690825075E-1,-4.433023334E-1,-1.248185188E-1
3.880714683E1,2.801243365E-1,-3.566310704E-1,-1.835172474E-1
3.881714283E1,4.292592406E-1,-3.072859943E-1,-2.114522904E-1
3.882713883E1,5.889764428E-1,-3.094809651E-1,-1.922762096E-1
3.883713383E1,6.936517358E-1,-3.694641590E-1,-1.423489004E-1
3.884712983E1,7.385720611E-1,-4.674149454E-1,-1.002824157E-1
3.885712583E1,7.633441687E-1,-5.600365996E-1,-8.610825241E-2
3.886712183E1,7.869895697E-1,-6.111525297E-1,-1.357876658E-1
3.887711783E1,8.062243462E-1,-6.088620424E-1,-2.455591410E-1
3.888711283E1,7.908765674E-1,-5.703215599E-1,-3.753994107E-1
3.889710883E1,7.233117819E-1,-5.290119648E-1,-4.747737646E-1
3.890710483E1,5.826734304E-1,-5.006614923E-1,-5.225149393E-1
3.891710083E1,4.002366662E-1,-4.688820839E-1,-5.277857780E-1
3.892709683E1,2.186063826E-1,-4.060373306E-1,-4.934293628E-1
3.893709183E1,5.202813447E-2,-3.154252768E-1,-4.403554201E-1
3.894708783E1,-5.891196430E-2,-2.030712813E-1,-3.889215291E-1
3.895708383E1,-1.371091157E-1,-1.013758853E-1,-3.562368155E-1
3.896707983E1,-2.042633891E-1,-7.374931872E-2,-3.299724460E-1
3.897707483E1,-2.891025543E-1,-9.357922524E-2,-2.863539755E-1
3.898707083E1,-3.929184377E-1,-1.550324708E-1,-2.369398326E-1
3.899706683E1,-4.937416017E-1,-2.060670406E-1,-1.970056891E-1
3.900706283E1,-5.576149225E-1,-1.987127215E-1,-2.030372173E-1
3.901705883E1,-5.586918592E-1,-1.579356194E-1,-2.558915317E-1
3.902705383E1,-5.154386759E-1,-9.914369136E-2,-3.147306144E-1
3.903704983E1,-4.680921733E-1,-3.910236433E-2,-3.520717919E-1
3.904704583E1,-4.755285382E-1,3.908591717E-2,-3.601560891E-1
3.905704183E1,-5.676960945E-1,1.242645159E-1,-3.519693315E-1
3.906703683E1,-7.226737142E-1,2.104145736E-1,-2.989572287E-1
3.907703283E1,-9.117879868E-1,2.710385025E-1,-1.986005753E-1
3.908702883E1,-1.102269530E0,3.282620907E-1,-4.857965559E-2
3.909702483E1,-1.244896650E0,3.729332089E-1,1.245151386E-1
3.910702083E1,-1.274719477E0,4.009462297E-1,2.764431238E-1
3.911701583E1,-1.182631850E0,3.806505501E-1,3.879329860E-1
3.912701183E1,-1.000917554E0,3.370657861E-1,4.493542612E-1
3.913700783E1,-7.698863745E-1,2.707522511E-1,4.686867893E-1
3.914700383E1,-5.154844522E-1,1.751378328E-1,4.286024868E-1
3.915699883E1,-2.514155507E-1,8.062726259E-2,3.249224424E-1
3.916699483E1,-2.923068777E-2,1.907392871E-4,1.855653226E-1
3.917699083E1,9.455185384E-2,-2.420174703E-2,4.910078272E-2
3.918698683E1,1.135196835E-1,-2.478684485E-2,-3.607643023E-2
3.919698283E1,6.450835615E-2,-1.267465670E-2,-4.805269837E-2
3.920697783E1,-1.033765450E-2,4.002450779E-2,-1.645855419E-2
3.921697383E1,-1.331114024E-1,9.374032915E-2,3.982392699E-2
3.922696983E1,-2.717952728E-1,1.728402078E-1,7.596115768E-2
3.923696583E1,-3.736296594E-1,3.210429847E-1,6.611986458E-2
3.924696083E1,-3.947583735E-1,4.862630963E-1,2.543874457E-2
3.925695683E1,-3.504267931E-1,5.928006768E-1,2.254762920E-3
3.926695283E1,-2.770212591E-1,6.380901337E-1,2.324926108E-2
3.927694883E1,-2.050832510E-1,6.188821793E-1,7.665196806E-2
3.928694483E1,-1.351331919E-1,5.439051390E-1,1.533030719E-1
3.929693983E1,-6.775232404E-2,4.415633678E-1,2.326860875E-1
3.930693583E1,-6.141640246E-2,3.084740043E-1,2.980611026E-1
3.931693183E1,-1.067502126E-1,1.709009409E-1,3.291861117E-1
3.932692783E1,-1.583494842E-1,6.725284457E-2,3.220498860E-1
3.933692383E1,-1.960320026E-1,1.355089946E-3,2.708664834E-1
3.934691883E1,-2.113012373E-1,-4.602068290E-2,2.115043700E-1
3.935691483E1,-2.013957202E-1,-8.304034919E-2,1.730102003E-1
3.936691083E1,-1.699760109E-1,-8.480922133E-2,1.660079509E-1
3.937690683E1,-1.290390790E-1,-8.485215157E-2,1.673095077E-1
3.938690183E1,-9.103018045E-2,-7.396008819E-2,1.538845152E-1
3.939689783E1,-7.075328380E-2,-3.809365258E-2,1.379952282E-1
3.940689383E1,-9.794096649E-2,6.719094701E-3,1.228967085E-1
3.941688983E1,-1.548565924E-1,4.425693303E-2,1.131702513E-1
3.942688583E1,-2.239158303E-1,8.461447805E-2,1.112658232E-1
3.943688083E1,-2.938807905E-1,1.212731451E-1,1.180656850E-1
3.944687683E1,-3.491744101E-1,1.630578786E-1,1.356329620E-1
3.945687283E1,-3.599726558E-1,2.018964291E-1,1.547168940E-1
3.946686883E1,-3.099054992E-1,2.302899808E-1,1.610304564E-1
3.947686383E1,-2.181206793E-1,2.478175610E-1,1.602674127E-1
3.948685983E1,-7.798514515E-2,2.480529845E-1,1.546489298E-1
3.949685583E1,8.432471007E-2,2.253723294E-1,1.282973289E-1
3.950685183E1,2.526085377E-1,1.947760731E-1,8.157989383E-2
3.951684783E1,3.981633782E-1,1.740307510E-1,2.009642869E-2
3.952684283E1,4.975570738E-1,1.654729396E-1,-3.982017189E-2
3.953683883E1,5.316807628E-1,1.497167647E-1,-6.730817258E-2
3.954683483E1,5.212755203E-1,9.114933759E-2,-4.130399972E-2
3.955683083E1,4.796781242E-1,2.316784486E-2,1.190128364E-2
3.956682583E1,4.337841272E-1,-6.471966952E-2,8.815344423E-2
3.957682183E1,4.466567039E-1,-1.594853103E-1,1.167961061E-1
3.958681783E1,5.288059115E-1,-2.336016148E-1,5.001707748E-2
3.959681383E1,6.416266561E-1,-2.782119215E-1,-8.516163379E-2
3.960680983E1,7.726168633E-1,-3.079759181E-1,-2.355958819E-1
3.961680483E1,9.030247331E-1,-3.293920159E-1,-3.584928215E-1
3.962680083E1,1.026939154E0,-3.727786243E-1,-4.162775576E-1
3.963679683E1,1.135141969E0,-4.368897974E-1,-3.973659575E-1
3.964679283E1,1.215089321E0,-5.183998346E-1,-3.360922039E-1
3.965678783E1,1.267177463E0,-6.253827810E-1,-2.157322466E-1
3.966678383E1,1.244376063E0,-7.232409120E-1,-6.378505379E-2
3.967677983E1,1.098822117E0,-7.817054987E-1,5.889562145E-2
3.968677583E1,8.365737200E-1,-8.036693335E-1,1.041477919E-1
3.969677083E1,5.410581827E-1,-7.637726068E-1,6.479339302E-2
3.970676683E1,2.793506384E-1,-6.636937261E-1,1.496854238E-4
3.971676283E1,6.114234775E-2,-5.313767791E-1,-6.847385317E-2
3.972675883E1,-7.018185407E-2,-3.917586803E-1,-1.352776438E-1
3.973675483E1,-8.534841239E-2,-2.717938125E-1,-1.918258965E-1
3.974674983E1,1.195896603E-2,-1.660194248E-1,-2.365366518E-1
3.975674583E1,2.030898333E-1,-1.196728870E-1,-2.530466020E-1
3.976674183E1,4.461229742E-1,-1.399347633E-1,-2.259625196E-1
3.977673783E1,6.642812490E-1,-2.230696231E-1,-1.769898087E-1
3.978673283E1,7.965694666E-1,-3.518765867E-1,-1.186924130E-1
3.979672846E1,8.395477533E-1,-4.774028957E-1,-6.899110228E-2
3.980672446E1,8.345609903E-1,-5.521865487E-1,-3.345308453E-2
3.981672046E1,7.956435084E-1,-5.629478693E-1,-3.250990808E-2
3.982671646E1,7.498834729E-1,-5.500824451E-1,-5.878225714E-2
3.983671146E1,6.929468513E-1,-5.188361406E-1,-7.232303172E-2
3.984670746E1,6.251617074E-1,-4.736265838E-1,-8.201666921E-2
3.985670346E1,5.469524264E-1,-4.402661026E-1,-9.818091244E-2
3.986669946E1,4.809611440E-1,-4.091348052E-1,-1.077413931E-1
3.987669546E1,4.235734046E-1,-3.646817505E-1,-1.028963700E-1
3.988669046E1,3.757424951E-1,-3.168154359E-1,-9.964704514E-2
3.989668646E1,3.348518014E-1,-2.952280045E-1,-1.082537845E-1
3.990668246E1,2.789874971E-1,-2.876406610E-1,-1.270293444E-1
3.991667846E1,2.079426050E-1,-2.592305839E-1,-1.328499466E-1
3.992667346E1,1.243049651E-1,-2.361082137E-1,-1.097323745E-1
3.993666946E1,5.445785075E-2,-2.409353405E-1,-5.508858711E-2
3.994666546E1,1.827508025E-2,-2.477285266E-1,2.278144285E-2
3.995666146E1,1.057545468E-2,-2.745581567E-1,1.038616821E-1
3.996665646E1,1.181888394E-2,-2.891770601E-1,1.638304740E-1
3.997665246E1,-7.865220308E-3,-3.051564991E-1,1.772578061E-1
3.998664846E1,-7.998468727E-2,-2.862664461E-1,1.424199194E-1
3.999664446E1,-2.332537919E-1,-2.069994062E-1,7.581993192E-2
4.000664046E1,-4.860261083E-1,-9.462200105E-2,-2.761644870E-2
4.001663546E1,-8.209989667E-1,3.315269947E-2,-7.375925779E-2
4.002663146E1,-1.127107024E0,1.769389063E-1,-8.235700428E-2
4.003662746E1,-1.329606056E0,3.058594465E-1,-1.553363726E-2
4.004662346E1,-1.417743444E0,4.175087512E-1,9.201838821E-2
4.005661846E1,-1.414204001E0,4.603416622E-1,2.089289278E-1
4.006661446E1,-1.335637569E0,4.485310614E-1,3.124665320E-1
4.007661046E1,-1.217603564E0,4.288299382E-1,3.815565109E-1
4.008660646E1,-1.098487258E0,4.036513567E-1,3.965202868E-1
4.009660246E1,-9.899647236E-1,3.858495653E-1,3.657852709E-1
4.010659746E1,-8.679754734E-1,4.169915020E-1,2.786245346E-1
4.011659346E1,-7.269513011E-1,4.995083511E-1,1.375089884E-1
4.012658946E1,-5.834402442E-1,5.821260214E-1,-2.372650430E-2
4.013658546E1,-4.567227960E-1,6.592349410E-1,-1.480007917E-1
4.014658046E1,-3.714190722E-1,7.050802112E-1,-2.007998228E-1
4.015657646E1,-3.258428276E-1,7.059456110E-1,-1.862033755E-1
4.016657246E1,-2.864339054E-1,6.648370624E-1,-1.301321089E-1
4.017656846E1,-2.354950011E-1,5.742751956E-1,-3.633835167E-2
4.018656346E1,-1.944154650E-1,4.576247036E-1,4.953873903E-2
4.019655946E1,-1.573584080E-1,3.402603865E-1,8.156525344E-2
4.020655546E1,-1.137888357E-1,2.532114983E-1,3.607872128E-2
4.021655146E1,-5.682351440E-2,2.173402905E-1,-5.402538925E-2
4.022654746E1,-1.979785413E-2,2.327024639E-1,-1.457789987E-1
4.023654246E1,-1.095250063E-2,2.522976995E-1,-1.814778894E-1
4.024653846E1,-5.139686167E-2,2.545038462E-1,-1.555576026E-1
4.025653446E1,-9.118681401E-2,2.634984553E-1,-1.180198193E-1
4.026653046E1,-1.145339534E-1,2.664798796E-1,-3.296990320E-2
4.027652546E1,-1.668825299E-1,2.477395236E-1,8.378753811E-2
4.028652146E1,-2.300188839E-1,2.283895314E-1,1.987964213E-1
4.029651746E1,-2.667703629E-1,2.030363530E-1,2.649698555E-1
4.030651346E1,-2.624901235E-1,1.854834557E-1,2.799418569E-1
4.031650946E1,-2.379823178E-1,1.667197943E-1,2.549431026E-1
4.032650446E1,-2.058821619E-1,1.604840010E-1,2.058043182E-1
4.033650046E1,-1.575112939E-1,1.535348594E-1,1.601603776E-1
4.034649646E1,-1.156277508E-1,1.274875551E-1,1.398513764E-1
4.035649246E1,-9.106484801E-2,1.125472039E-1,1.530752480E-1
4.036648746E1,-9.167950600E-2,9.516555071E-2,1.809431016E-1
4.037648346E1,-1.091764271E-1,7.768846303E-2,2.074581832E-1
4.038647946E1,-1.235002354E-1,8.915922791E-2,2.222123593E-1
4.039647546E1,-1.395060718E-1,1.263989955E-1,2.406104952E-1
4.040647146E1,-1.441756636E-1,1.556309164E-1,2.503081262E-1
4.041646646E1,-1.185375601E-1,1.955039948E-1,2.494323254E-1
4.042646246E1,-7.153223455E-2,2.217017710E-1,2.606519461E-1
4.043645846E1,-3.882533871E-3,2.249082923E-1,2.662509680E-1
4.044645446E1,9.270792454E-2,2.041548193E-1,2.649665177E-1
4.045644946E1,1.885848343E-1,1.595087051E-1,2.534933686E-1
4.046644546E1,2.734320760E-1,9.923817962E-2,2.348379344E-1
4.047644146E1,3.528000116E-1,3.188872710E-2,1.855126321E-1
